customer_id,country,city,tenure_days,freq,monetary,avg_amount,max_amount,recency_days,avg_gap_days,label_churn
1322,UK,Manchester,142,1,148.8510788205,148.8510788205,148.8510788205,36.0,,1
1323,UK,London,154,2,541.4248176601,270.71240883,415.1884396663,14.0,5.0,0
1324,SG,Singapore,237,7,1418.8560017707,202.6937145387,301.0589420719,1.0,31.8333333333,0
1325,IN,Hyderabad,89,1,82.0914900898,82.0914900898,82.0914900898,71.0,,0
1326,DE,Berlin,136,1,49.1147752482,49.1147752482,49.1147752482,44.0,,0
1327,DE,Munich,177,5,594.2520768831,118.8504153766,205.952158821,15.0,16.5,0
1328,DE,Berlin,164,2,460.5394407084,230.2697203542,294.717396177,41.0,80.0,0
1329,DE,Berlin,206,5,615.1885107613,123.0377021523,160.0982210987,45.0,30.75,0
1330,SG,Singapore,244,11,1984.9120251375,180.4465477398,358.9857510023,32.0,16.7,0
1331,SG,Singapore,220,9,1756.7919590228,195.1991065581,380.3574206401,10.0,19.125,0
1332,DE,Munich,132,2,156.8121404645,78.4060702322,115.0836616642,53.0,22.0,1
1333,SG,Singapore,295,9,1581.5059711562,175.722885684,347.9681537134,14.0,18.0,0
1334,UK,London,273,5,938.4809283827,187.6961856765,506.4333514761,15.0,43.25,0
1335,IN,Mumbai,288,3,723.0878412023,241.0292804008,427.4288285198,96.0,38.5,0
1336,DE,Berlin,290,2,360.3168035016,180.1584017508,216.1832090277,78.0,34.0,0
1337,DE,Munich,111,0,,,,,,0
1338,UK,London,144,3,396.6036935498,132.2012311833,177.3178005611,24.0,59.0,1
1339,DE,Munich,194,6,1269.6376587413,211.6062764569,348.9160323225,19.0,26.8,0
1340,US,SF,277,7,1138.2771082303,162.6110154615,314.3148484986,33.0,17.1666666667,0
1341,US,SF,191,5,842.4857521738,168.4971504348,227.2791839814,10.0,41.0,1
1342,UK,Manchester,195,2,178.6725201452,89.3362600726,138.8348557559,90.0,32.0,0
1343,UK,Manchester,260,6,983.2000308918,163.8666718153,260.7029616427,10.0,37.4,0
1344,SG,Singapore,203,0,,,,,,0
1345,SG,Singapore,211,5,709.4103574845,141.8820714969,215.6326410448,32.0,39.25,0
1346,IN,Bengaluru,163,2,280.0907850016,140.0453925008,143.4261963637,16.0,43.0,0
1347,DE,Munich,159,3,553.1670513258,184.3890171086,329.5989522322,46.0,52.5,1
1348,SG,Singapore,289,6,1302.1629383136,217.0271563856,364.0688659416,2.0,36.8,0
1349,DE,Munich,216,6,1135.1811810042,189.1968635007,214.3445068176,126.0,11.8,0
1350,DE,Berlin,161,1,223.0858173357,223.0858173357,223.0858173357,81.0,,0
1351,IN,Mumbai,188,3,366.1973332745,122.0657777582,152.5324862563,2.0,75.5,0
1352,US,SF,110,0,,,,,,1
1353,US,SF,154,1,423.2209482467,423.2209482467,423.2209482467,13.0,,0
1354,SG,Singapore,263,6,1003.5506206181,167.2584367697,269.7158772396,34.0,18.8,0
1355,DE,Munich,283,3,474.7682952234,158.2560984078,202.665373519,105.0,46.5,0
1356,DE,Munich,157,3,649.6656868028,216.5552289343,277.612987357,21.0,65.5,0
1357,UK,Manchester,293,5,1035.9757714609,207.1951542922,336.6930490241,60.0,20.5,0
1358,UK,Manchester,170,4,684.6633239603,171.1658309901,278.7289269482,20.0,36.3333333333,1
1359,UK,London,92,2,224.4305844226,112.2152922113,118.4403966746,52.0,9.0,1
1360,IN,Bengaluru,172,1,134.689403147,134.689403147,134.689403147,55.0,,0
1361,UK,London,213,5,1390.1521072562,278.0304214512,504.7586183796,19.0,41.5,1
1362,SG,Singapore,157,2,266.6971267037,133.3485633519,136.6407666243,14.0,59.0,0
1363,US,NYC,198,6,1223.0517741642,203.8419623607,361.6891412663,120.0,9.2,0
1364,DE,Munich,179,3,628.5205428938,209.5068476313,292.6199528464,35.0,67.5,0
1365,SG,Singapore,92,2,382.2224730901,191.111236545,258.2238634105,9.0,47.0,1
1366,IN,Bengaluru,214,6,884.8746982153,147.4791163692,236.0714760344,24.0,32.0,0
1367,UK,London,87,1,185.1374555393,185.1374555393,185.1374555393,26.0,,1
1368,UK,London,100,1,183.8238146228,183.8238146228,183.8238146228,13.0,,1
1369,UK,London,256,5,767.089622718,153.4179245436,188.5782858328,113.0,19.0,0
1370,SG,Singapore,283,5,837.9594884894,167.5918976979,377.5347670206,8.0,43.25,0
1371,UK,London,276,5,659.8422660573,131.9684532115,249.3365919044,56.0,32.0,1
1372,IN,Mumbai,294,8,1300.8530388358,162.6066298545,423.2963107171,13.0,22.7142857143,0
1373,US,Austin,278,4,561.7517303819,140.4379325955,318.4171216847,34.0,53.3333333333,0
1374,DE,Berlin,149,2,388.3400654597,194.1700327299,270.6541336406,78.0,57.0,1
1375,IN,Mumbai,283,3,795.7527162346,265.2509054115,435.5958696502,108.0,41.5,1
1376,DE,Munich,228,2,234.2917619361,117.145880968,127.0355428415,26.0,30.0,0
1377,DE,Munich,113,2,310.2860782564,155.1430391282,192.5293415231,55.0,28.0,1
1378,US,NYC,293,3,737.7789947275,245.9263315758,338.7545509359,58.0,60.5,0
1379,UK,Manchester,120,1,387.406273424,387.406273424,387.406273424,100.0,,0
1380,IN,Delhi,237,9,1275.5966523646,141.7329613738,220.2670216918,44.0,18.25,0
1381,DE,Munich,273,8,2225.9747014202,278.2468376775,852.7492394857,1.0,24.7142857143,0
1382,IN,Delhi,145,4,852.7510303131,213.1877575783,330.0417253687,36.0,35.3333333333,1
1383,US,NYC,160,1,86.8089859998,86.8089859998,86.8089859998,22.0,,0
1384,SG,Singapore,106,0,,,,,,1
1385,IN,Bengaluru,137,1,66.7216929314,66.7216929314,66.7216929314,31.0,,0
1386,IN,Hyderabad,122,1,152.8499679698,152.8499679698,152.8499679698,32.0,,1
1387,SG,Singapore,237,1,163.3172477872,163.3172477872,163.3172477872,158.0,,0
1388,SG,Singapore,260,4,914.7085489925,228.6771372481,331.1052818801,51.0,32.0,1
1389,DE,Munich,134,2,220.6197776146,110.3098888073,126.0536201806,52.0,14.0,1
1390,UK,Manchester,121,2,350.0559637708,175.0279818854,244.4291761961,75.0,9.0,0
1391,UK,London,81,0,,,,,,0
1392,SG,Singapore,208,3,782.9081420793,260.9693806931,393.121029096,15.0,57.5,0
1393,US,Austin,217,3,391.4045942024,130.4681980675,218.6513790525,74.0,11.5,0
1394,US,SF,128,0,,,,,,1
1395,IN,Bengaluru,224,4,562.6058015355,140.6514503839,205.4362346858,45.0,45.6666666667,1
1396,US,NYC,94,1,296.7821999632,296.7821999632,296.7821999632,90.0,,0
1397,SG,Singapore,110,0,,,,,,0
1398,US,NYC,204,0,,,,,,0
1399,DE,Munich,134,1,78.999008384,78.999008384,78.999008384,86.0,,1
1400,SG,Singapore,133,1,301.4488405251,301.4488405251,301.4488405251,25.0,,0
